timestamp,elapsed_min,alive,rss_mib,cpu_pct
2026-07-23T05:37:58Z,2,1,978,137
2026-07-23T05:39:58Z,4,1,978,131
2026-07-23T05:41:58Z,6,1,978,132
2026-07-23T05:43:58Z,8,1,979,133
2026-07-23T05:45:58Z,10,1,979,131
2026-07-23T05:47:58Z,12,1,979,133
2026-07-23T05:49:58Z,14,1,981,138
2026-07-23T05:51:59Z,16,1,981,142
2026-07-23T05:53:59Z,18,1,987,145
2026-07-23T05:55:59Z,20,1,987,147
2026-07-23T05:57:59Z,22,1,987,149
2026-07-23T06:00:00Z,24,1,987,151
2026-07-23T06:02:00Z,26,1,988,153
2026-07-23T06:04:00Z,28,1,988,154
2026-07-23T06:06:00Z,30,1,988,156
2026-07-23T06:08:01Z,32,1,989,157
2026-07-23T06:10:01Z,34,1,960,158
2026-07-23T06:12:01Z,36,1,961,158
2026-07-23T06:14:01Z,38,1,962,160
2026-07-23T06:16:01Z,40,1,962,161
2026-07-23T06:18:01Z,42,1,962,162
2026-07-23T06:20:02Z,44,1,962,162
2026-07-23T06:22:02Z,46,1,962,162
2026-07-23T06:24:02Z,48,1,962,163
2026-07-23T06:26:02Z,50,1,962,164
2026-07-23T06:28:02Z,52,1,962,164
2026-07-23T06:30:03Z,54,1,967,164
2026-07-23T06:32:03Z,56,1,974,164
2026-07-23T06:34:03Z,58,1,1001,164
2026-07-23T06:36:03Z,60,1,1005,164
2026-07-23T06:38:03Z,62,1,1005,165
2026-07-23T06:40:03Z,64,1,1037,165
2026-07-23T06:42:03Z,66,1,1045,166
2026-07-23T06:44:03Z,68,1,1045,166
2026-07-23T06:46:03Z,70,1,1045,167
2026-07-23T06:48:04Z,72,1,1045,167
2026-07-23T06:50:04Z,74,1,1046,167
2026-07-23T06:52:04Z,76,1,1046,167
2026-07-23T06:54:04Z,78,1,1046,167
2026-07-23T06:56:04Z,80,1,1046,168
2026-07-23T06:58:04Z,82,1,1046,168
2026-07-23T07:00:05Z,84,1,1048,168
2026-07-23T07:02:05Z,86,1,1048,169
2026-07-23T07:04:05Z,88,1,1048,169
2026-07-23T07:06:05Z,90,1,1048,169
2026-07-23T07:08:05Z,92,1,1048,169
2026-07-23T07:10:05Z,94,1,1049,170
2026-07-23T07:12:06Z,96,1,1020,170
2026-07-23T07:14:06Z,98,1,1020,170
2026-07-23T07:16:06Z,100,1,1020,170
2026-07-23T07:18:06Z,102,1,1020,170
2026-07-23T07:20:06Z,104,1,1026,170
2026-07-23T07:22:06Z,106,1,1032,170
2026-07-23T07:24:06Z,108,1,1032,169
2026-07-23T07:26:06Z,110,1,1026,169
2026-07-23T07:28:06Z,112,1,1027,169
2026-07-23T07:30:06Z,114,1,1027,169
2026-07-23T07:32:06Z,116,1,1027,169
2026-07-23T07:34:07Z,118,1,1027,169
2026-07-23T07:36:07Z,120,1,1028,169
2026-07-23T07:38:07Z,122,1,1030,169
2026-07-23T07:40:07Z,124,1,1036,169
2026-07-23T07:42:07Z,126,1,1067,170
2026-07-23T07:44:07Z,128,1,1067,170
2026-07-23T07:46:07Z,130,1,1067,170
2026-07-23T07:48:08Z,132,1,1067,170
2026-07-23T07:50:08Z,134,1,1071,170
2026-07-23T07:52:08Z,136,1,1077,170
2026-07-23T07:54:08Z,138,1,1071,170
2026-07-23T07:56:08Z,140,1,1075,170
2026-07-23T07:58:08Z,142,1,1111,170
2026-07-23T08:00:06Z,144,1,1111,170
2026-07-23T08:02:07Z,146,1,1111,170
2026-07-23T08:04:07Z,148,1,1111,170
2026-07-23T08:06:07Z,150,1,1111,170
2026-07-23T08:08:07Z,152,1,1111,170
2026-07-23T08:10:08Z,154,1,1119,171
2026-07-23T08:12:08Z,156,1,1119,171
2026-07-23T08:14:08Z,158,1,1119,171
2026-07-23T08:16:09Z,160,1,1119,171
2026-07-23T08:18:09Z,162,1,1119,171
2026-07-23T08:20:10Z,164,1,1119,171
2026-07-23T08:22:10Z,166,1,1121,171
2026-07-23T08:24:10Z,168,1,1121,171
2026-07-23T08:26:10Z,170,1,1122,171
2026-07-23T08:28:10Z,172,1,1122,171
2026-07-23T08:30:10Z,174,1,1122,171
2026-07-23T08:32:10Z,176,1,1122,171
2026-07-23T08:34:10Z,178,1,1122,171
2026-07-23T08:36:11Z,180,1,1122,171
2026-07-23T08:38:11Z,182,1,1122,172
2026-07-23T08:40:11Z,184,1,1123,172
2026-07-23T08:42:11Z,186,1,1123,172
2026-07-23T08:50:15Z,194,1,1123,172
2026-07-23T10:44:18Z,308,1,1092,172
